"지역별","시점","도착출발별",여객 (명)
"대양주","2022.03","도착",8468
"대양주","2022.04","도착",19190
"대양주","2022.05","도착",37752
"대양주","2022.06","도착",53281
"대양주","2022.07","도착",63630
"대양주","2022.08","도착",67970
"대양주","2022.09","도착",56430
"대양주","2022.10","도착",72427
"대양주","2022.11","도착",72715
"기타","2013.01","도착",0
"기타","2013.02","도착",0
"기타","2013.03","도착",0
"기타","2013.04","도착",0
"기타","2013.05","도착",0
"기타","2013.06","도착",0
"기타","2013.07","도착",0
"기타","2013.08","도착",0
"기타","2013.09","도착",0
"기타","2013.10","도착",0
"기타","2013.11","도착",0
"기타","2013.12","도착",0
"기타","2014.01","도착",0
"기타","2014.02","도착",1
"기타","2014.03","도착",0
"기타","2014.08","도착",0
"기타","2014.09","도착",262
"기타","2014.10","도착",116
"기타","2014.11","도착",0
"기타","2014.12","도착",0
"기타","2015.07","도착",0
"기타","2015.08","도착",19
"기타","2015.10","도착",161
"기타","2015.12","도착",0
"기타","2016.04","도착",0
"기타","2016.05","도착",0
"기타","2016.06","도착",0
"기타","2016.07","도착",0
"기타","2016.08","도착",0
"기타","2016.10","도착",0
"기타","2016.11","도착",0
"기타","2016.12","도착",0
"기타","2017.01","도착",0
"기타","2017.03","도착",0
"기타","2017.04","도착",0
"기타","2017.06","도착",0
"기타","2017.12","도착",0
"기타","2018.01","도착",0
"기타","2018.02","도착",77
"기타","2018.03","도착",0
"기타","2018.04","도착",361
"기타","2018.06","도착",0
"기타","2018.12","도착",0
"기타","2019.05","도착",0
"기타","2019.08","도착",206
"기타","2019.09","도착",0
"기타","2019.10","도착",0
"기타","2019.12","도착",0
"기타","2020.01","도착",0
"기타","2020.03","도착",0
"기타","2020.04","도착",0
"기타","2020.05","도착",0
"기타","2020.06","도착",0
"기타","2020.07","도착",0
"기타","2020.08","도착",0
"기타","2020.09","도착",0
"기타","2020.10","도착",0
"기타","2020.11","도착",0
"기타","2020.12","도착",1075
"기타","2021.01","도착",1697
"기타","2021.02","도착",2526
"기타","2021.03","도착",2765
"기타","2021.04","도착",2447
"기타","2021.05","도착",5507
"기타","2021.06","도착",2514
"기타","2021.07","도착",2449
"기타","2021.08","도착",1603
"기타","2021.09","도착",1866
"기타","2021.10","도착",1961
"기타","2021.11","도착",1243
"기타","2021.12","도착",2069
"기타","2022.01","도착",1966
"기타","2022.02","도착",2108
"기타","2022.03","도착",1548
"기타","2022.04","도착",1236
"기타","2022.05","도착",1050
"기타","2022.06","도착",1178
